Customer_id,Age,Credit_limit,Credit_utilization,Actual_Default,Num_late_payments,Max_delay,Average_delay,Total_payment,Total_bill,Payment_to_Bill_Ratio,Probability_of_Default,Risk_Score,Risk_Level
28938,37,170000,0.31,0,0,0.0,-0.7,27368,52055,0.53,0.34,34,Medium
7024,42,260000,0.92,0,1,2.0,0.3,33455,238360,0.14,0.59,59,Medium
5478,33,100000,1.0,0,0,0.0,0.0,16776,516967,0.03,0.4,40,Medium
18679,29,110000,0.07,0,0,-2.0,-2.0,2000,7307,0.27,0.25,25,Low
20576,29,390000,1.0,0,0,0.0,0.0,99000,394020,0.25,0.16,16,Low
23165,36,110000,0.09,1,0,-1.0,-1.0,9332,10378,0.9,0.3,30,Low
2937,29,100000,0.77,0,0,0.0,-1.0,2106,77184,0.03,0.4,40,Medium
27916,27,50000,0.04,1,6,3.0,2.7,0,1800,0.0,0.87,87,High
20025,44,90000,0.1,0,0,-1.0,-1.0,41984,8838,4.75,0.35,35,Medium
18042,40,70000,1.0,0,2,2.0,0.5,23636,313633,0.08,0.72,72,High
28669,36,500000,0.1,0,0,-2.0,-2.0,110681,47568,2.33,0.15,15,Low
15305,38,90000,1.0,0,0,0.0,-0.2,22376,487082,0.05,0.41,41,Medium
7005,29,210000,0.16,0,1,2.0,-0.5,5766,33842,0.17,0.66,66,Medium
18774,27,50000,1.0,1,4,2.0,1.3,7806,134054,0.06,0.78,78,High
5922,45,230000,0.01,0,0,0.0,-0.7,2062,2169,0.95,0.43,43,Medium
24989,36,10000,1.0,1,4,3.0,1.3,4120,60479,0.07,0.89,89,High
8442,45,30000,1.0,0,0,0.0,-0.3,5240,114728,0.05,0.45,45,Medium
27278,44,20000,1.0,0,4,2.0,1.2,4399,111857,0.04,0.85,85,High
26473,50,50000,1.0,1,0,0.0,0.0,23500,196535,0.12,0.39,39,Medium
1092,31,250000,1.0,0,0,0.0,0.0,36605,1087211,0.03,0.34,34,Medium
25706,29,430000,1.0,0,0,0.0,0.0,33000,707124,0.05,0.3,30,Low
488,39,320000,1.0,0,0,0.0,0.0,23059,556223,0.04,0.34,34,Medium
14416,41,150000,1.0,0,0,0.0,0.0,16321,445282,0.04,0.38,38,Medium
26345,29,180000,0.04,0,0,0.0,-1.2,7103,7072,1.0,0.41,41,Medium
6038,29,280000,0.09,0,0,-1.0,-1.0,23026,24149,0.95,0.25,25,Low
4997,34,180000,0.2,0,0,0.0,-0.7,22066,35240,0.63,0.34,34,Medium
19225,45,390000,0.44,0,0,0.0,-0.7,128854,172031,0.75,0.22,22,Low
20391,25,80000,0.24,0,0,-2.0,-2.0,29273,18979,1.54,0.21,21,Low
21936,27,140000,1.0,0,0,0.0,0.0,40300,833532,0.05,0.34,34,Medium
4763,22,30000,1.0,1,1,2.0,0.3,7028,154718,0.05,0.67,67,High
4863,32,80000,1.0,1,4,3.0,1.5,13250,438340,0.03,0.87,87,High
4241,34,200000,0.11,0,0,-1.0,-1.2,15653,21106,0.74,0.28,28,Low
8227,36,10000,1.0,0,2,2.0,0.0,12074,36998,0.33,0.75,75,High
23244,39,140000,1.0,0,0,0.0,0.0,36428,774919,0.05,0.37,37,Medium
11101,24,110000,1.0,0,0,0.0,0.0,24333,452861,0.05,0.34,34,Medium
1426,27,120000,0.2,0,0,0.0,-0.7,17676,24175,0.73,0.35,35,Medium
27628,24,20000,1.0,1,4,3.0,1.3,3200,122660,0.03,0.88,88,High
16132,42,270000,0.0,0,1,1.0,-1.5,0,-1255,-0.0,0.65,65,Medium
15168,23,50000,1.0,0,0,0.0,0.0,11720,154950,0.08,0.35,35,Medium
15403,54,100000,1.0,0,0,0.0,0.0,17601,527276,0.03,0.45,45,Medium
5765,22,80000,1.0,0,0,0.0,-1.0,18074,93061,0.19,0.36,36,Medium
25514,26,50000,1.0,0,0,0.0,0.0,15532,203320,0.08,0.36,36,Medium
23260,37,10000,1.0,0,0,0.0,-0.8,27532,30794,0.89,0.41,41,Medium
2909,35,100000,1.0,1,3,2.0,0.5,68365,201172,0.34,0.63,63,Medium
10531,36,180000,0.01,0,0,-1.0,-1.5,398,1185,0.34,0.34,34,Medium
29081,54,120000,0.02,1,1,1.0,-1.2,2835,2154,1.32,0.67,67,High
9854,45,50000,1.0,0,0,0.0,0.0,16309,296952,0.05,0.44,44,Medium
6014,22,30000,1.0,0,0,0.0,0.0,8781,172809,0.05,0.4,40,Medium
22,39,120000,0.02,1,0,-1.0,-1.0,1580,1896,0.83,0.32,32,Low
13873,26,50000,1.0,0,1,2.0,0.3,29938,201292,0.15,0.58,58,Medium
20427,24,30000,1.0,0,0,0.0,0.0,12429,161222,0.08,0.39,39,Medium
4591,45,200000,0.0,1,1,1.0,-1.2,479,479,1.0,0.65,65,Medium
8034,25,50000,1.0,0,0,0.0,-0.3,16900,72206,0.23,0.33,33,Low
11956,36,360000,1.0,0,0,0.0,-0.7,20385,673495,0.03,0.36,36,Medium
13824,30,60000,1.0,0,0,0.0,0.0,9706,293947,0.03,0.4,40,Medium
25061,55,50000,1.0,0,0,0.0,-0.7,65426,75237,0.87,0.31,31,Low
1535,44,50000,1.0,0,0,0.0,0.0,8009,105650,0.08,0.39,39,Medium
28781,48,370000,1.0,0,0,0.0,0.0,57375,1525957,0.04,0.33,33,Low
10835,52,270000,0.17,0,1,2.0,-0.3,26792,46008,0.58,0.65,65,Medium
2509,25,60000,1.0,0,0,0.0,0.0,10500,102352,0.1,0.34,34,Medium
13725,23,50000,1.0,0,0,0.0,-0.7,20846,68268,0.31,0.34,34,Medium
7266,42,360000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.28,28,Low
29160,55,150000,0.83,0,0,0.0,-0.8,193454,124773,1.55,0.14,14,Low
19972,41,130000,0.46,0,0,0.0,0.0,4965,60154,0.08,0.36,36,Medium
6245,28,280000,1.0,0,0,0.0,-0.2,85998,659026,0.13,0.15,15,Low
27761,25,80000,1.0,0,0,0.0,0.0,15510,450348,0.03,0.39,39,Medium
10390,25,20000,0.5,1,6,3.0,2.7,0,9900,0.0,0.87,87,High
19287,34,200000,1.0,0,0,0.0,0.0,40549,1164004,0.03,0.37,37,Medium
29277,26,50000,1.0,0,0,0.0,0.0,8561,231780,0.04,0.39,39,Medium
16056,46,200000,1.0,0,0,0.0,-0.2,62662,789900,0.08,0.31,31,Low
22291,32,20000,1.0,1,3,2.0,1.0,6700,101324,0.07,0.78,78,High
16955,50,20000,1.0,0,0,0.0,-0.7,23184,46910,0.49,0.39,39,Medium
29438,29,160000,0.11,0,0,0.0,-0.7,10660,17091,0.62,0.36,36,Medium
12025,28,90000,1.0,1,2,2.0,0.7,12700,286462,0.04,0.69,69,High
6762,29,230000,0.01,0,1,2.0,-1.2,6187,1858,3.33,0.75,75,High
10324,24,40000,1.0,0,3,2.0,0.8,6000,71039,0.08,0.73,73,High
28566,41,250000,0.66,0,1,2.0,-0.7,131963,163967,0.8,0.39,39,Medium
8478,30,480000,0.38,0,0,0.0,-0.3,92977,182034,0.51,0.19,19,Low
28817,36,280000,0.06,0,0,-2.0,-2.0,21449,17224,1.25,0.24,24,Low
3070,38,30000,1.0,0,2,2.0,0.5,6143,174323,0.04,0.77,77,High
7162,37,100000,1.0,1,0,0.0,0.0,7904,332183,0.02,0.39,39,Medium
29455,30,70000,1.0,1,1,2.0,0.3,67550,293836,0.23,0.45,45,Medium
7402,23,20000,1.0,0,0,0.0,0.0,5474,111039,0.05,0.41,41,Medium
15225,28,60000,1.0,0,0,0.0,0.0,12996,344299,0.04,0.41,41,Medium
5644,49,360000,0.04,0,0,-1.0,-1.7,780,15000,0.05,0.37,37,Medium
165,46,60000,1.0,0,0,0.0,0.0,10000,150304,0.07,0.39,39,Medium
17894,30,200000,0.95,0,0,0.0,-0.7,77518,190733,0.41,0.23,23,Low
15788,26,70000,1.0,0,0,0.0,0.0,17890,561228,0.03,0.43,43,Medium
13870,32,220000,0.09,0,0,0.0,-0.7,2212,19927,0.11,0.38,38,Medium
10058,60,500000,1.0,0,1,2.0,0.3,86508,1173941,0.07,0.51,51,Medium
10611,60,50000,1.0,0,1,2.0,0.3,13122,151081,0.09,0.7,70,High
11760,51,100000,1.0,0,0,0.0,0.0,28186,563784,0.05,0.42,42,Medium
18031,34,90000,1.0,0,0,0.0,0.0,18187,341425,0.05,0.37,37,Medium
4893,47,50000,1.0,0,0,0.0,0.0,6839,131648,0.05,0.4,40,Medium
5293,47,50000,1.0,0,0,0.0,0.0,12220,296021,0.04,0.45,45,Medium
9038,36,60000,1.0,0,2,2.0,0.5,9104,230853,0.04,0.73,73,High
28868,46,210000,1.0,0,0,0.0,0.0,28282,321179,0.09,0.34,34,Medium
4104,26,90000,0.72,0,0,0.0,0.0,35677,64664,0.55,0.28,28,Low
18256,55,80000,1.0,0,0,0.0,0.0,120304,418402,0.29,0.17,17,Low
7170,51,20000,0.52,1,0,0.0,-1.3,0,10400,0.0,0.48,48,Medium
4958,27,60000,1.0,1,1,2.0,0.3,22000,152030,0.14,0.6,60,Medium
110,35,360000,0.0,0,1,1.0,-1.5,0,-596,-0.0,0.63,63,Medium
2946,48,260000,1.0,0,0,0.0,0.0,42160,1348701,0.03,0.37,37,Medium
21346,57,350000,1.0,0,0,0.0,0.0,78000,1613366,0.05,0.31,31,Low
29919,33,190000,1.0,0,0,0.0,0.0,30102,752655,0.04,0.35,35,Medium
16343,45,160000,1.0,0,0,0.0,0.0,26781,668287,0.04,0.39,39,Medium
24588,34,350000,0.71,0,0,0.0,0.0,65500,248503,0.26,0.22,22,Low
23435,36,350000,0.12,0,0,-2.0,-2.0,42337,42470,1.0,0.2,20,Low
5002,45,500000,0.31,1,0,-1.0,-1.0,187915,155463,1.21,0.07,7,Low
24134,29,130000,1.0,0,0,0.0,0.0,18412,496379,0.04,0.36,36,Medium
2241,45,380000,0.33,0,0,-1.0,-1.2,204163,125870,1.62,0.07,7,Low
16665,47,480000,0.96,0,0,0.0,-0.7,98021,462464,0.21,0.22,22,Low
25361,26,260000,1.0,0,0,0.0,0.0,52086,1500554,0.03,0.32,32,Low
28644,35,460000,1.0,0,1,1.0,-0.2,110535,824270,0.13,0.31,31,Low
14434,26,50000,1.0,0,0,0.0,0.0,4435,186038,0.02,0.38,38,Medium
6212,52,50000,1.0,0,0,0.0,0.0,8300,172480,0.05,0.43,43,Medium
18840,27,150000,0.21,0,0,-1.0,-1.2,40990,31653,1.29,0.22,22,Low
3595,42,500000,1.0,1,0,0.0,0.0,109414,1883007,0.06,0.2,20,Low
21895,27,30000,1.0,0,1,2.0,0.3,15498,178899,0.09,0.68,68,High
10256,23,50000,0.73,0,0,0.0,-0.7,1940,36389,0.05,0.37,37,Medium
6991,59,20000,1.0,0,3,2.0,1.0,6500,41173,0.16,0.79,79,High
28113,38,480000,1.0,0,0,0.0,-0.8,248290,867195,0.29,0.05,5,Low
6120,24,50000,1.0,1,4,2.0,1.3,8500,138923,0.06,0.78,78,High
21673,23,80000,1.0,1,1,2.0,0.3,14139,267770,0.05,0.63,63,Medium
13204,24,220000,1.0,0,0,0.0,0.0,13031,329008,0.04,0.33,33,Low
7655,24,30000,1.0,0,0,0.0,0.0,8150,169027,0.05,0.41,41,Medium
23737,51,230000,0.0,1,0,-1.0,-1.8,992,496,2.0,0.42,42,Medium
17879,28,50000,1.0,0,1,2.0,0.3,7400,69643,0.11,0.62,62,Medium
27429,40,20000,1.0,1,0,0.0,-0.2,6154,91250,0.07,0.43,43,Medium
23696,51,120000,1.0,0,0,0.0,-0.2,66722,406088,0.16,0.29,29,Low
10796,42,240000,1.0,0,0,0.0,0.0,94528,941753,0.1,0.17,17,Low
6383,30,80000,1.0,0,2,2.0,0.5,15085,476510,0.03,0.75,75,High
3351,44,30000,1.0,1,6,3.0,2.0,4490,137946,0.03,0.92,92,High
93,27,100000,0.05,0,0,-2.0,-2.0,7555,5474,1.38,0.25,25,Low
5350,23,80000,1.0,1,4,2.0,1.2,9177,377652,0.02,0.81,81,High
26518,48,80000,0.13,1,0,-1.0,-1.3,8835,10033,0.88,0.34,34,Medium
8219,46,30000,1.0,0,0,0.0,0.0,7720,203677,0.04,0.48,48,Medium
27233,43,260000,0.01,0,0,-1.0,-1.3,1695,2110,0.8,0.35,35,Medium
24718,29,30000,1.0,0,2,2.0,0.7,6414,75647,0.08,0.7,70,High
22009,28,230000,1.0,0,0,0.0,0.0,19157,531527,0.04,0.33,33,Low
3966,33,210000,1.0,0,0,0.0,0.0,70012,622209,0.11,0.23,23,Low
26912,43,150000,1.0,0,0,0.0,0.0,26413,509027,0.05,0.37,37,Medium
22628,37,180000,0.03,1,1,2.0,-0.3,7143,5154,1.39,0.69,69,High
2857,34,20000,1.0,0,0,0.0,0.0,3754,103458,0.04,0.43,43,Medium
22780,41,350000,0.13,0,0,-2.0,-2.0,49498,44874,1.1,0.19,19,Low
29174,60,360000,0.03,0,0,-1.0,-1.7,10540,10540,1.0,0.38,38,Medium
6868,29,50000,1.0,0,0,0.0,0.0,10083,171138,0.06,0.37,37,Medium
7327,30,360000,0.05,0,0,0.0,-0.7,9038,19458,0.46,0.37,37,Medium
28529,34,80000,1.0,0,0,0.0,0.0,18016,445370,0.04,0.41,41,Medium
26221,40,210000,0.01,0,0,-1.0,-1.0,3166,2456,1.29,0.33,33,Low
23432,29,360000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.25,25,Low
27270,37,380000,1.0,0,0,0.0,0.0,53050,1468459,0.04,0.31,31,Low
5988,39,360000,0.0,1,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
6178,35,50000,1.0,1,0,0.0,-0.2,40774,207784,0.2,0.33,33,Low
18087,36,360000,0.01,1,0,-2.0,-2.0,3105,3309,0.94,0.27,27,Low
4933,38,50000,1.0,0,0,0.0,0.0,11999,303484,0.04,0.44,44,Medium
28904,45,470000,1.0,0,0,0.0,0.0,80052,974376,0.08,0.22,22,Low
20179,30,300000,0.02,0,0,-2.0,-2.0,5271,4508,1.17,0.26,26,Low
206,43,20000,1.0,0,0,0.0,-0.3,31538,98941,0.32,0.37,37,Medium
4706,41,150000,0.03,0,1,1.0,-1.0,6189,5138,1.2,0.62,62,Medium
20383,23,50000,0.99,0,0,0.0,-1.3,0,49276,0.0,0.42,42,Medium
23237,49,300000,0.0,0,1,1.0,-1.5,0,0,0.0,0.66,66,Medium
9767,49,360000,0.02,0,1,1.0,-0.7,15706,8690,1.81,0.62,62,Medium
24595,47,380000,0.0,1,1,1.0,-1.5,0,0,0.0,0.66,66,Medium
8021,45,30000,1.0,1,0,0.0,0.0,7540,182502,0.04,0.46,46,Medium
280,31,250000,1.0,0,0,0.0,0.0,26900,604011,0.04,0.33,33,Low
3132,24,150000,1.0,0,0,0.0,-0.7,101933,155786,0.65,0.17,17,Low
25993,38,360000,0.02,0,0,-1.0,-1.2,5560,5543,1.0,0.33,33,Low
14945,43,180000,0.17,0,0,-1.0,-1.0,39496,31139,1.27,0.25,25,Low
10024,39,50000,0.18,0,3,3.0,0.2,350,9121,0.04,0.85,85,High
28502,39,20000,1.0,0,3,2.0,0.8,5600,114692,0.05,0.81,81,High
21707,26,100000,1.0,0,0,0.0,0.0,61652,474632,0.13,0.27,27,Low
8963,31,350000,1.0,0,0,0.0,0.0,120037,1243565,0.1,0.17,17,Low
19251,30,400000,0.04,1,0,-2.0,-2.0,23659,17774,1.33,0.22,22,Low
11398,35,290000,0.01,1,0,-1.0,-1.3,2800,2975,0.94,0.33,33,Low
8727,22,80000,0.07,0,0,-1.0,-1.0,6306,5953,1.06,0.29,29,Low
1444,51,200000,0.13,0,0,0.0,-0.8,27613,25756,1.07,0.39,39,Medium
6077,60,120000,1.0,1,2,2.0,0.7,34746,745579,0.05,0.76,76,High
27651,54,20000,1.0,0,4,2.0,1.3,9371,108064,0.09,0.84,84,High
28409,28,250000,1.0,0,0,0.0,0.0,37500,569599,0.07,0.3,30,Low
8987,29,200000,0.32,0,0,0.0,-0.7,119100,64812,1.84,0.22,22,Low
15160,22,70000,1.0,0,4,2.0,1.3,11495,326460,0.04,0.79,79,High
8481,30,140000,0.29,0,0,0.0,0.0,4958,40389,0.12,0.33,33,Low
5285,36,80000,0.04,1,6,3.0,2.5,1000,2850,0.35,0.88,88,High
12009,24,20000,1.0,0,0,0.0,0.0,6522,101566,0.06,0.4,40,Medium
12360,40,20000,1.0,0,0,0.0,0.0,7305,92935,0.08,0.43,43,Medium
27555,55,40000,0.0,1,1,1.0,-1.5,0,-1256,-0.0,0.67,67,High
6428,23,100000,0.55,0,0,0.0,0.0,8504,54695,0.16,0.32,32,Low
10919,36,260000,1.0,0,0,0.0,0.0,36326,702731,0.05,0.31,31,Low
11563,27,80000,1.0,0,0,0.0,0.0,73529,348024,0.21,0.24,24,Low
5814,44,150000,0.05,0,0,0.0,-0.7,4814,6872,0.7,0.41,41,Medium
25735,46,200000,0.26,0,0,-1.0,-1.0,50298,51886,0.97,0.23,23,Low
18825,27,90000,1.0,0,0,0.0,0.0,17900,432099,0.04,0.38,38,Medium
18264,53,90000,1.0,1,0,0.0,-0.2,10946,158585,0.07,0.4,40,Medium
23000,42,110000,1.0,0,0,0.0,0.0,16669,541186,0.03,0.41,41,Medium
119,34,400000,0.18,0,0,-1.0,-1.0,57891,71828,0.81,0.2,20,Low
13944,50,30000,0.14,1,1,2.0,-0.7,2970,4088,0.73,0.72,72,High
21178,31,300000,1.0,0,0,0.0,0.0,22400,510757,0.04,0.33,33,Low
13906,32,150000,0.39,0,0,0.0,-0.5,29657,57936,0.51,0.31,31,Low
3342,28,140000,0.81,0,0,0.0,-0.5,72808,113780,0.64,0.23,23,Low
22748,34,220000,0.07,0,0,-1.0,-1.0,18503,14658,1.26,0.29,29,Low
8720,27,100000,1.0,0,0,0.0,0.0,18448,391692,0.05,0.36,36,Medium
8560,27,110000,1.0,0,0,0.0,0.0,17381,337072,0.05,0.34,34,Medium
23342,30,120000,0.02,1,1,2.0,-0.5,2496,2496,1.0,0.68,68,High
4049,39,150000,1.0,1,3,2.0,1.0,27742,512706,0.05,0.73,73,High
14445,28,490000,1.0,0,0,0.0,0.0,84592,1883007,0.04,0.23,23,Low
5873,30,80000,1.0,0,0,0.0,-0.2,42085,202896,0.21,0.3,30,Low
16437,52,50000,1.0,0,1,2.0,0.2,6263,97640,0.06,0.69,69,High
3502,40,440000,0.87,0,0,0.0,0.0,30000,383224,0.08,0.31,31,Low
24575,39,140000,1.0,0,0,0.0,0.0,21964,525964,0.04,0.38,38,Medium
2081,24,70000,1.0,0,0,0.0,0.0,13267,349672,0.04,0.38,38,Medium
3633,60,50000,1.0,0,0,0.0,-0.2,33104,165496,0.2,0.39,39,Medium
4014,22,20000,1.0,1,6,3.0,2.3,3200,115851,0.03,0.91,91,High
4820,35,50000,1.0,0,0,0.0,0.0,15700,292234,0.05,0.42,42,Medium
24556,31,100000,1.0,0,0,0.0,0.0,21000,407339,0.05,0.36,36,Medium
12770,22,70000,1.0,0,0,0.0,-0.2,75949,292956,0.26,0.18,18,Low
7314,22,30000,1.0,1,0,0.0,-0.3,3523,114070,0.03,0.4,40,Medium
7922,24,20000,1.0,1,0,0.0,0.0,6000,72987,0.08,0.38,38,Medium
9230,37,390000,1.0,0,0,0.0,0.0,59809,1148802,0.05,0.29,29,Low
23908,22,20000,1.0,1,0,0.0,0.0,6693,127264,0.05,0.42,42,Medium
2479,27,80000,1.0,0,1,2.0,0.3,17707,286548,0.06,0.63,63,Medium
2418,24,30000,1.0,1,3,2.0,1.0,7970,182801,0.04,0.78,78,High
4410,50,20000,1.0,0,1,1.0,-0.5,23250,21659,1.07,0.58,58,Medium
4327,41,150000,0.11,0,0,0.0,-0.7,15860,17030,0.93,0.38,38,Medium
2188,57,30000,1.0,1,3,3.0,1.2,7843,160378,0.05,0.87,87,High
15076,34,500000,1.0,0,0,0.0,0.0,37194,1057107,0.04,0.31,31,Low
28634,35,60000,1.0,1,4,2.0,1.3,9800,239711,0.04,0.8,80,High
9682,36,460000,0.54,0,0,0.0,-0.7,94844,249214,0.38,0.17,17,Low
2794,44,250000,0.79,0,1,1.0,-0.2,72555,198181,0.37,0.4,40,Medium
17504,30,220000,1.0,0,0,0.0,0.0,23447,740824,0.03,0.34,34,Medium
22177,28,150000,1.0,1,1,2.0,0.3,26056,485503,0.05,0.62,62,Medium
338,31,140000,0.0,0,0,-2.0,-2.0,0,390,0.0,0.26,26,Low
7417,34,110000,1.0,0,2,2.0,0.7,18020,446298,0.04,0.71,71,High
11379,25,180000,0.23,0,0,0.0,-0.2,28716,42164,0.68,0.29,29,Low
10265,47,20000,1.0,0,2,3.0,0.8,6722,114626,0.06,0.84,84,High
1395,23,140000,1.0,0,0,-2.0,-2.0,10695,224756,0.05,0.25,25,Low
14075,28,90000,1.0,1,5,2.0,1.5,20000,374398,0.05,0.82,82,High
13853,25,250000,0.25,0,0,0.0,-0.5,57261,61396,0.93,0.26,26,Low
13834,43,20000,1.0,0,0,0.0,0.0,25236,116234,0.22,0.42,42,Medium
9002,31,260000,0.15,0,0,0.0,-0.8,29283,39947,0.73,0.33,33,Low
25901,28,500000,1.0,0,0,0.0,0.0,31128,1050082,0.03,0.31,31,Low
28484,41,390000,0.02,0,0,0.0,-1.3,2000,9498,0.21,0.45,45,Medium
5767,26,90000,1.0,0,0,0.0,0.0,6151,100745,0.06,0.34,34,Medium
1140,47,230000,1.0,0,0,0.0,0.0,32000,657919,0.05,0.35,35,Medium
17584,49,260000,0.19,1,0,0.0,-0.5,28791,49993,0.58,0.35,35,Medium
14996,24,20000,0.23,0,0,-1.0,-1.5,3068,4593,0.67,0.32,32,Low
28004,30,500000,1.0,0,0,0.0,-0.7,224472,1131406,0.2,0.05,5,Low
25223,23,70000,0.32,0,0,0.0,-0.7,11554,22712,0.51,0.35,35,Medium
29705,35,240000,0.23,0,1,1.0,-1.0,29510,55922,0.53,0.54,54,Medium
25789,33,200000,0.1,0,0,-2.0,-2.0,12433,19681,0.63,0.24,24,Low
24926,47,50000,1.0,0,0,0.0,0.0,7468,235542,0.03,0.44,44,Medium
13999,32,140000,0.99,0,0,0.0,-0.5,84470,138180,0.61,0.2,20,Low
5261,24,40000,1.0,1,4,2.0,1.2,7412,227480,0.03,0.82,82,High
9033,25,170000,0.19,0,0,0.0,-1.0,1275,31634,0.04,0.39,39,Medium
13592,42,120000,1.0,0,0,0.0,0.0,25767,674570,0.04,0.41,41,Medium
9480,32,360000,0.0,1,1,1.0,-1.5,0,0,0.0,0.63,63,Medium
29727,36,60000,0.23,1,6,3.0,2.7,0,13800,0.0,0.88,88,High
23116,47,30000,1.0,0,0,0.0,0.0,9195,146738,0.06,0.44,44,Medium
11895,32,60000,1.0,0,0,0.0,0.0,16526,340109,0.05,0.41,41,Medium
12436,28,280000,0.08,1,0,0.0,-0.8,25165,23446,1.07,0.35,35,Medium
10247,35,180000,1.0,0,0,0.0,0.0,22900,493492,0.05,0.35,35,Medium
26552,59,80000,1.0,1,0,0.0,0.0,14541,419923,0.03,0.46,46,Medium
28554,37,500000,0.05,0,2,2.0,0.5,2458,27127,0.09,0.69,69,High
20559,32,50000,1.0,0,0,0.0,0.0,10386,218234,0.05,0.39,39,Medium
22089,28,90000,0.06,0,0,-1.0,-1.0,7791,5100,1.53,0.31,31,Low
21635,23,50000,1.0,1,2,2.0,0.7,7814,153516,0.05,0.69,69,High
3340,49,500000,0.13,1,0,-1.0,-1.2,44113,63250,0.7,0.28,28,Low
17901,28,50000,1.0,0,3,2.0,-0.2,0,104153,0.0,0.8,80,High
8228,35,110000,1.0,1,0,0.0,0.0,16857,460007,0.04,0.39,39,Medium
21913,22,30000,0.68,0,0,0.0,-0.8,19426,20477,0.95,0.36,36,Medium
7305,37,180000,1.0,0,0,0.0,0.0,18383,463104,0.04,0.36,36,Medium
19203,36,280000,1.0,0,0,0.0,0.0,33174,959596,0.03,0.34,34,Medium
19416,37,230000,0.03,1,0,-2.0,-2.0,7115,6725,1.06,0.27,27,Low
18579,25,160000,1.0,0,0,0.0,-0.3,107854,587161,0.18,0.18,18,Low
25705,29,260000,0.01,1,2,2.0,0.2,1980,3168,0.62,0.71,71,High
18910,29,210000,0.02,0,0,-1.0,-1.0,4030,4026,1.0,0.3,30,Low
1469,39,360000,0.01,0,0,-1.0,-1.5,5272,4321,1.22,0.35,35,Medium
5099,26,120000,1.0,0,0,0.0,0.0,24500,166328,0.15,0.3,30,Low
4676,29,90000,1.0,0,0,0.0,0.0,22280,539566,0.04,0.39,39,Medium
22307,27,100000,0.27,1,2,2.0,0.3,15659,26571,0.59,0.67,67,High
19996,40,130000,1.0,0,0,0.0,0.0,25250,659168,0.04,0.39,39,Medium
22689,33,50000,1.0,1,6,2.0,2.0,13924,265175,0.05,0.87,87,High
7838,27,290000,1.0,0,0,0.0,-0.5,121482,300033,0.4,0.16,16,Low
7104,44,240000,0.85,0,0,0.0,0.0,29500,204121,0.14,0.32,32,Low
19136,34,30000,1.0,0,0,0.0,0.0,5692,170593,0.03,0.43,43,Medium
11761,27,140000,0.0,0,1,1.0,-1.5,0,-1256,-0.0,0.62,62,Medium
24155,29,110000,1.0,1,4,2.0,1.3,13354,319077,0.04,0.77,77,High
26817,29,260000,0.05,0,0,0.0,-0.8,8726,12382,0.7,0.38,38,Medium
10002,28,50000,0.07,0,0,-1.0,-1.0,3435,3330,1.03,0.3,30,Low
18214,50,300000,1.0,1,0,0.0,0.0,167851,1564325,0.11,0.1,10,Low
11621,29,140000,1.0,0,0,0.0,0.0,32613,812645,0.04,0.37,37,Medium
25006,40,220000,0.06,0,2,2.0,0.2,9257,13307,0.7,0.71,71,High
11935,51,140000,0.06,0,0,-2.0,-2.0,3836,8683,0.44,0.29,29,Low
7011,43,310000,0.09,0,0,0.0,-0.8,14391,27929,0.52,0.39,39,Medium
15283,28,240000,1.0,0,0,0.0,0.0,39100,1154611,0.03,0.34,34,Medium
29842,47,320000,1.0,0,0,0.0,0.0,107500,692142,0.16,0.18,18,Low
28414,28,80000,1.0,0,0,0.0,-0.2,94506,417222,0.23,0.22,22,Low
11630,48,110000,1.0,0,0,0.0,0.0,18935,546248,0.03,0.41,41,Medium
29521,34,50000,1.0,1,0,0.0,-0.7,4800,150868,0.03,0.43,43,Medium
27461,50,330000,0.0,0,0,-2.0,-2.0,1180,1063,1.11,0.31,31,Low
10484,43,110000,1.0,0,0,0.0,-0.5,72282,157808,0.46,0.25,25,Low
28174,29,280000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.25,25,Low
28750,30,360000,0.01,0,0,-2.0,-2.0,0,2500,0.0,0.25,25,Low
7916,29,400000,0.14,0,0,0.0,-0.8,99693,57966,1.72,0.24,24,Low
22691,38,140000,1.0,0,4,2.0,1.3,38000,764091,0.05,0.78,78,High
5589,24,70000,1.0,0,0,0.0,0.0,37445,243043,0.15,0.31,31,Low
15105,39,180000,1.0,0,0,0.0,-0.2,209619,1178050,0.18,0.12,12,Low
18543,24,150000,1.0,0,0,0.0,-0.3,9132,196112,0.05,0.35,35,Medium
26440,48,150000,1.0,0,1,2.0,0.3,12000,238402,0.05,0.66,66,Medium
22369,32,80000,1.0,0,0,0.0,0.0,12931,326023,0.04,0.38,38,Medium
3513,28,60000,1.0,1,6,2.0,2.0,11228,270504,0.04,0.86,86,High
19047,39,330000,1.0,0,0,0.0,0.0,20000,346613,0.06,0.33,33,Low
27540,52,50000,1.0,1,0,0.0,-0.2,9045,177568,0.05,0.44,44,Medium
21703,26,50000,1.0,0,1,2.0,0.3,4653,144098,0.03,0.65,65,Medium
16263,33,100000,1.0,0,0,0.0,0.0,21101,300807,0.07,0.35,35,Medium
22544,47,200000,0.0,1,1,1.0,-1.3,665,665,1.0,0.67,67,High
28921,33,360000,0.0,1,1,1.0,-1.5,0,0,0.0,0.63,63,Medium
